2026-06-06 19:50:47.592 MSK [6796] СООБЩЕНИЕ:  прерывание всех активных транзакций
2026-06-06 19:50:47.603 MSK [12040] ОШИБКА:  выполнение оператора отменено по запросу пользователя
2026-06-06 19:50:47.682 MSK [6796] СООБЩЕНИЕ:  фоновый процесс "logical replication launcher" (PID 12040) завершился с кодом выхода 1
2026-06-06 19:50:47.700 MSK [5632] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 0 (0.0%), записано SLRU-буферов: 0; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.002 сек., синхр.=0.001 сек., всего=0.149 сек.; синхронизировано_файлов=0, самая_долгая_синхр.=0.000 сек., средняя=0.000 сек.; расстояние=0 КБ, ожидалось=190 КБ; lsn=0/46D0EA0, lsn redo=0/46D0EA0
2026-06-06 19:50:47.887 MSK [6796] СООБЩЕНИЕ:  система БД выключена
2026-06-06 20:08:58.159 MSK [9388] СООБЩЕНИЕ:  запускается PostgreSQL 18.3 on x86_64-windows, compiled by msvc-19.44.35225, 64-bit
2026-06-06 20:08:58.172 MSK [9388] СООБЩЕНИЕ:  для приёма подключений по адресу IPv6 "::1" открыт порт 5432
2026-06-06 20:08:58.172 MSK [9388] СООБЩЕНИЕ:  для приёма подключений по адресу IPv4 "127.0.0.1" открыт порт 5432
2026-06-06 20:08:58.749 MSK [3872] СООБЩЕНИЕ:  работа системы БД была прервана; последний момент работы: 2026-06-06 20:01:23 MSK
2026-06-06 20:08:59.736 MSK [3872] СООБЩЕНИЕ:  система БД была остановлена нештатно; производится автоматическое восстановление
2026-06-06 20:08:59.752 MSK [3872] СООБЩЕНИЕ:  запись REDO начинается со смещения 0/46D0F50
2026-06-06 20:08:59.752 MSK [3872] СООБЩЕНИЕ:  неверная длина записи в позиции 0/46D1058: ожидалось минимум 24, получено 0
2026-06-06 20:08:59.752 MSK [3872] СООБЩЕНИЕ:  записи REDO обработаны до смещения 0/46D1020, нагрузка системы: CPU: пользов.: 0.00 с, система: 0.00 с, прошло: 0.00 с
2026-06-06 20:08:59.769 MSK [11512] СООБЩЕНИЕ:  начата контрольная точка: end-of-recovery immediate wait
2026-06-06 20:08:59.825 MSK [11512] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 0 (0.0%), записано SLRU-буферов: 3; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.004 сек., синхр.=0.002 сек., всего=0.063 сек.; синхронизировано_файлов=2, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=0 КБ, ожидалось=0 КБ; lsn=0/46D1058, lsn redo=0/46D1058
2026-06-06 20:08:59.843 MSK [9388] СООБЩЕНИЕ:  система БД готова принимать подключения
2026-06-06 20:18:13.836 MSK [9388] СООБЩЕНИЕ:  процесс запуска автоочистки (PID 5564) был прерван исключением 0xC000013A
2026-06-06 20:18:13.836 MSK [9388] ПОДСКАЗКА:  Описание этого шестнадцатеричного значения ищите во включаемом C-файле "ntstatus.h"
2026-06-06 20:18:13.838 MSK [9388] СООБЩЕНИЕ:  завершение всех остальных активных серверных процессов
^C2026-06-08 12:26:13.840 MSK [9596] СООБЩЕНИЕ:  запускается PostgreSQL 18.3 on x86_64-windows, compiled by msvc-19.44.35225, 64-bit
2026-06-08 12:26:13.848 MSK [9596] СООБЩЕНИЕ:  для приёма подключений по адресу IPv6 "::1" открыт порт 5432
2026-06-08 12:26:13.848 MSK [9596] СООБЩЕНИЕ:  для приёма подключений по адресу IPv4 "127.0.0.1" открыт порт 5432
2026-06-08 12:26:14.306 MSK [12124] СООБЩЕНИЕ:  работа системы БД была прервана; последний момент работы: 2026-06-06 20:08:59 MSK
2026-06-08 12:26:16.055 MSK [12124] СООБЩЕНИЕ:  система БД была остановлена нештатно; производится автоматическое восстановление
2026-06-08 12:26:16.066 MSK [12124] СООБЩЕНИЕ:  запись REDO начинается со смещения 0/46D10D0
2026-06-08 12:26:16.067 MSK [12124] СООБЩЕНИЕ:  неверная длина записи в позиции 0/46D1108: ожидалось минимум 24, получено 0
2026-06-08 12:26:16.067 MSK [12124] СООБЩЕНИЕ:  записи REDO обработаны до смещения 0/46D10D0, нагрузка системы: CPU: пользов.: 0.00 с, система: 0.00 с, прошло: 0.00 с
2026-06-08 12:26:16.085 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: end-of-recovery immediate wait
2026-06-08 12:26:16.142 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 0 (0.0%), записано SLRU-буферов: 3; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.004 сек., синхр.=0.002 сек., всего=0.065 сек.; синхронизировано_файлов=2, самая_долгая_синхр.=0.001 сек., средняя=0.001 сек.; расстояние=0 КБ, ожидалось=0 КБ; lsn=0/46D1108, lsn redo=0/46D1108
2026-06-08 12:26:16.156 MSK [9596] СООБЩЕНИЕ:  система БД готова принимать подключения
2026-06-08 12:46:16.178 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 12:47:41.853 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 636 (3.9%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=85.562 сек., синхр.=0.080 сек., всего=85.681 сек.; синхронизировано_файлов=18, самая_долгая_синхр.=0.052 сек., средняя=0.005 сек.; расстояние=5017 КБ, ожидалось=5017 КБ; lsn=0/4BC26C8, lsn redo=0/4BB75A0
2026-06-08 12:51:16.862 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 12:51:18.654 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 16 (0.1%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=1.756 сек., синхр.=0.016 сек., всего=1.793 сек.; синхронизировано_файлов=14, самая_долгая_синхр.=0.002 сек., средняя=0.002 сек.; расстояние=58 КБ, ожидалось=4521 КБ; lsn=0/4BC5F90, lsn redo=0/4BC5F38
2026-06-08 12:56:16.666 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 12:57:29.407 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 627 (3.8%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 1; запись=72.713 сек., синхр.=0.010 сек., всего=72.742 сек.; синхронизировано_файлов=13, самая_долгая_синхр.=0.002 сек., средняя=0.001 сек.; расстояние=4898 КБ, ожидалось=4898 КБ; lsn=0/53039E0, lsn redo=0/508EAA0
2026-06-08 13:01:16.418 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:03:54.044 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 1249 (7.6%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=157.463 сек., синхр.=0.111 сек., всего=157.628 сек.; синхронизировано_файлов=13, самая_долгая_синхр.=0.052 сек., средняя=0.009 сек.; расстояние=9945 КБ, ожидалось=9945 КБ; lsn=0/5F1D220, lsn redo=0/5A45248
2026-06-08 13:06:16.058 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:08:05.386 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 935 (5.7%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 1; запись=109.278 сек., синхр.=0.010 сек., всего=109.329 сек.; синхронизировано_файлов=13, самая_долгая_синхр.=0.002 сек., средняя=0.001 сек.; расстояние=7478 КБ, ожидалось=9699 КБ; lsn=0/6192AD8, lsn redo=0/6192A48
2026-06-08 13:26:16.440 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:26:17.057 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 5 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.580 сек., синхр.=0.005 сек., всего=0.622 сек.; синхронизировано_файлов=6, самая_долгая_синхр.=0.002 сек., средняя=0.001 сек.; расстояние=22 КБ, ожидалось=8731 КБ; lsn=0/6198600, lsn redo=0/61985A8
2026-06-08 13:31:16.062 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:31:16.636 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 5 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.558 сек., синхр.=0.005 сек., всего=0.575 сек.; синхронизировано_файлов=6, самая_долгая_синхр.=0.002 сек., средняя=0.001 сек.; расстояние=18 КБ, ожидалось=7860 КБ; lsn=0/619D150, lsn redo=0/619D0F8
2026-06-08 13:36:16.646 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:36:18.461 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 15 (0.1%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=1.727 сек., синхр.=0.051 сек., всего=1.815 сек.; синхронизировано_файлов=10, самая_долгая_синхр.=0.012 сек., средняя=0.006 сек.; расстояние=77 КБ, ожидалось=7081 КБ; lsn=0/61B0900, lsn redo=0/61B08A8
2026-06-08 13:46:17.895 MSK [11004] СООБЩЕНИЕ:  начата контрольная точка: time
2026-06-08 13:46:18.485 MSK [11004] СООБЩЕНИЕ:  контрольная точка завершена: записано буферов: 5 (0.0%), записано SLRU-буферов: 1; добавлено файлов WAL 0, удалено: 0, переработано: 0; запись=0.559 сек., синхр.=0.009 сек., всего=0.597 сек.; синхронизировано_файлов=6, самая_долгая_синхр.=0.002 сек., средняя=0.002 сек.; расстояние=12 КБ, ожидалось=6375 КБ; lsn=0/61B3BD8, lsn redo=0/61B3B80
